 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
24 5:03 6:27 11:52 2:55 5:16 6:46 
25 5:03 6:27 11:52 2:55 5:16 6:46 
26 5:03 6:27 11:52 2:56 5:17 6:47 
27 5:02 6:26 11:53 2:57 5:18 6:48 
28 5:02 6:26 11:53 2:57 5:19 6:49 
29 5:02 6:26 11:53 2:58 5:20 6:50 
30 5:02 6:25 11:53 2:59 5:20 6:50 
31 5:01 6:25 11:53 2:59 5:21 6:51 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:24 11:53 3:00 5:22 6:52 
2 5:00 6:24 11:54 3:01 5:23 6:53 
3 5:00 6:23 11:54 3:01 5:23 6:53 
4 5:00 6:23 11:54 3:02 5:24 6:54 
5 4:59 6:22 11:54 3:02 5:25 6:55 
6 4:59 6:22 11:54 3:03 5:26 6:56 
7 4:58 6:21 11:54 3:03 5:26 6:56 
8 4:58 6:20 11:54 3:04 5:27 6:57 
9 4:57 6:20 11:54 3:04 5:28 6:58 
10 4:57 6:19 11:54 3:05 5:28 6:58 
11 4:56 6:18 11:54 3:05 5:29 6:59 
12 4:55 6:18 11:54 3:06 5:30 7:00 
13 4:55 6:17 11:54 3:06 5:31 7:01 
14 4:54 6:16 11:54 3:07 5:31 7:01 
15 4:53 6:15 11:54 3:07 5:32 7:02 
16 4:53 6:15 11:54 3:08 5:33 7:03 
17 4:53 6:15 11:54 3:08 5:33 7:03 
18 4:51 6:13 11:54 3:09 5:34 7:04 
19 4:51 6:12 11:54 3:09 5:35 7:05 
20 4:50 6:11 11:54 3:09 5:35 7:05 
21 4:49 6:11 11:54 3:10 5:36 7:06 
22 4:48 6:10 11:53 3:10 5:36 7:06 
23 4:47 6:09 11:53 3:10 5:37 7:07 
24 4:47 6:08 11:53 3:11 5:38 7:08 
25 4:46 6:07 11:53 3:11 5:38 7:08 
26 4:45 6:06 11:53 3:11 5:39 7:09 
27 4:44 6:05 11:53 3:12 5:40 7:10 
28 4:44 6:05 11:53 3:12 5:40 7:10 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:42 6:03 11:52 3:12 5:41 7:11 
2 4:41 6:02 11:52 3:12 5:41 7:11 
3 4:40 6:01 11:52 3:13 5:42 7:12 
4 4:39 6:00 11:52 3:13 5:42 7:12 
5 4:38 5:59 11:51 3:13 5:43 7:13 
6 4:37 5:58 11:51 3:13 5:44 7:14 
7 4:36 5:57 11:51 3:13 5:44 7:14 
8 4:35 5:56 11:51 3:13 5:45 7:15 
9 4:34 5:55 11:51 3:14 5:45 7:15 
10 4:33 5:54 11:50 3:14 5:46 7:16 
11 4:32 5:53 11:50 3:14 5:46 7:16 
12 4:31 5:52 11:50 3:14 5:47 7:17 
13 4:30 5:51 11:50 3:14 5:47 7:17 
14 4:29 5:50 11:49 3:14 5:48 7:18 
15 4:28 5:49 11:49 3:14 5:48 7:18 
16 4:27 5:48 11:49 3:14 5:49 7:19 
17 4:26 5:47 11:48 3:14 5:49 7:19 
18 4:24 5:46 11:48 3:14 5:50 7:20 
19 4:23 5:45 11:48 3:14 5:50 7:20 
20 4:22 5:44 11:48 3:14 5:51 7:21 
21 4:21 5:43 11:47 3:14 5:51 7:21 
22 4:20 5:41 11:47 3:14 5:52 7:22 
23 4:19 5:40 11:47 3:14 5:52 7:22 
24 4:18 5:39 11:46 3:14 5:53 7:23 
25 4:16 5:38 11:46 3:14 5:53 7:23 
26 4:15 5:37 11:46 3:14 5:54 7:24 
27 4:14 5:36 11:45 3:14 5:54 7:24 
28 4:13 5:35 11:45 3:14 5:55 7:25 
29 4:12 5:34 11:45 3:14 5:55 7:25 
30 4:10 5:33 11:45 3:14 5:56 7:26 
31 4:09 5:32 11:44 3:14 5:56 7:26 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:08 5:31 11:44 3:13 5:57 7:27 
2 4:07 5:29 11:44 3:13 5:57 7:27 
3 4:06 5:28 11:43 3:13 5:58 7:28 
4 4:04 5:27 11:43 3:13 5:58 7:28 
5 4:03 5:26 11:43 3:13 5:59 7:29 
6 4:02 5:25 11:42 3:13 5:59 7:29 
7 4:01 5:24 11:42 3:13 6:00 7:30 
8 4:00 5:23 11:42 3:12 6:00 7:30 
9 3:58 5:22 11:42 3:12 6:01 7:31 
10 3:57 5:21 11:41 3:12 6:01 7:31 
11 3:56 5:20 11:41 3:12 6:02 7:32 
12 3:55 5:19 11:41 3:12 6:02 7:32 
13 3:54 5:18 11:41 3:12 6:03 7:33 
14 3:52 5:17 11:40 3:11 6:03 7:33 
15 3:51 5:16 11:40 3:11 6:04 7:34 
16 3:50 5:15 11:40 3:11 6:04 7:34 
17 3:50 5:15 11:40 3:11 6:04 7:34 
18 3:48 5:13 11:39 3:11 6:05 7:35 
19 3:47 5:12 11:39 3:10 6:06 7:36 
20 3:45 5:11 11:39 3:10 6:06 7:36 
21 3:44 5:10 11:39 3:10 6:07 7:37 
22 3:43 5:09 11:38 3:10 6:07 7:37 
23 3:42 5:08 11:38 3:10 6:08 7:38 
24 3:41 5:07 11:38 3:09 6:08 7:38 
25 3:40 5:06 11:38 3:09 6:09 7:39 
26 3:39 5:06 11:38 3:09 6:09 7:39 
27 3:38 5:05 11:38 3:09 6:10 7:40 
28 3:38 5:05 11:38 3:09 6:10 7:40 
29 3:36 5:03 11:37 3:08 6:11 7:41 
30 3:35 5:02 11:37 3:08 6:11 7:41 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:34 5:01 11:37 3:08 6:12 7:42 
2 3:32 5:01 11:37 3:08 6:13 7:43 
3 3:31 5:00 11:37 3:08 6:13 7:43 
4 3:31 4:59 11:37 3:08 6:14 7:44 
5 3:30 4:58 11:37 3:07 6:14 7:44 
6 3:29 4:58 11:37 3:07 6:15 7:45 
7 3:28 4:57 11:36 3:07 6:15 7:45 
8 3:27 4:56 11:36 3:07 6:16 7:46 
9 3:27 4:56 11:36 3:07 6:16 7:46 
10 3:25 4:55 11:36 3:07 6:17 7:47 
11 3:24 4:54 11:36 3:06 6:17 7:47 
12 3:23 4:54 11:36 3:06 6:18 7:48 
13 3:22 4:53 11:36 3:06 6:19 7:49 
14 3:22 4:53 11:36 3:06 6:19 7:49 
15 3:21 4:52 11:36 3:06 6:20 7:50 
16 3:20 4:51 11:36 3:06 6:20 7:50 
17 3:19 4:51 11:36 3:06 6:21 7:51 
18 3:19 4:50 11:36 3:06 6:21 7:51 
19 3:18 4:50 11:36 3:06 6:22 7:52 
20 3:18 4:50 11:36 3:06 6:22 7:52 
21 3:17 4:49 11:36 3:05 6:23 7:53 
22 3:16 4:49 11:36 3:05 6:24 7:54 
23 3:15 4:48 11:37 3:05 6:24 7:54 
24 3:15 4:48 11:37 3:05 6:25 7:55 
25 3:14 4:48 11:37 3:05 6:25 7:55 
26 3:14 4:47 11:37 3:05 6:26 7:56 
27 3:13 4:47 11:37 3:05 6:26 7:56 
28 3:13 4:47 11:37 3:05 6:27 7:57 
29 3:12 4:46 11:37 3:05 6:27 7:57 
30 3:12 4:46 11:37 3:05 6:28 7:58 
31 3:12 4:46 11:37 3:05 6:28 7:58 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:11 4:46 11:38 3:05 6:29 7:59 
2 3:11 4:46 11:38 3:05 6:29 7:59 
3 3:10 4:45 11:38 3:05 6:30 8:00 
4 3:10 4:45 11:38 3:05 6:30 8:00 
5 3:10 4:45 11:38 3:06 6:31 8:01 
6 3:10 4:45 11:38 3:06 6:31 8:01 
7 3:10 4:45 11:39 3:06 6:31 8:01 
8 3:09 4:45 11:39 3:06 6:32 8:02 
9 3:09 4:45 11:39 3:06 6:32 8:02 
10 3:09 4:45 11:39 3:06 6:33 8:03 
11 3:09 4:45 11:39 3:06 6:33 8:03 
12 3:09 4:45 11:40 3:06 6:33 8:03 
13 3:09 4:45 11:40 3:06 6:34 8:04 
14 3:09 4:45 11:40 3:07 6:34 8:04 
15 3:09 4:45 11:40 3:07 6:34 8:04 
16 3:09 4:45 11:40 3:07 6:35 8:05 
17 3:09 4:45 11:41 3:07 6:35 8:05 
18 3:09 4:46 11:41 3:07 6:35 8:05 
19 3:09 4:46 11:41 3:08 6:36 8:06 
20 3:10 4:46 11:41 3:08 6:36 8:06 
21 3:10 4:46 11:42 3:08 6:36 8:06 
22 3:10 4:46 11:42 3:08 6:36 8:06 
23 3:10 4:46 11:42 3:08 6:36 8:06 
24 3:11 4:47 11:42 3:09 6:37 8:07 
25 3:11 4:47 11:42 3:09 6:37 8:07 
26 3:11 4:47 11:43 3:09 6:37 8:07 
27 3:12 4:48 11:43 3:09 6:37 8:07 
28 3:12 4:48 11:43 3:10 6:37 8:07 
29 3:12 4:48 11:43 3:10 6:37 8:07 
30 3:13 4:49 11:43 3:10 6:37 8:07 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:13 4:49 11:44 3:10 6:37 8:07 
2 3:14 4:49 11:44 3:11 6:37 8:07 
3 3:14 4:50 11:44 3:11 6:37 8:07 
4 3:15 4:50 11:44 3:11 6:37 8:07 
5 3:15 4:50 11:44 3:11 6:37 8:07 
6 3:16 4:51 11:45 3:12 6:37 8:07 
7 3:16 4:51 11:45 3:12 6:37 8:07 
8 3:17 4:52 11:45 3:12 6:37 8:07 
9 3:18 4:52 11:45 3:12 6:37 8:07 
10 3:18 4:53 11:45 3:13 6:37 8:07 
11 3:19 4:53 11:45 3:13 6:36 8:06 
12 3:19 4:53 11:45 3:13 6:36 8:06 
13 3:20 4:54 11:46 3:13 6:36 8:06 
14 3:21 4:54 11:46 3:14 6:36 8:06 
15 3:21 4:55 11:46 3:14 6:36 8:06 
16 3:22 4:55 11:46 3:14 6:35 8:05 
17 3:23 4:56 11:46 3:14 6:35 8:05 
18 3:24 4:56 11:46 3:15 6:35 8:05 
19 3:24 4:57 11:46 3:15 6:34 8:04 
20 3:25 4:57 11:46 3:15 6:34 8:04 
21 3:26 4:58 11:46 3:15 6:33 8:03 
22 3:26 4:58 11:46 3:15 6:33 8:03 
23 3:27 4:59 11:46 3:15 6:33 8:03 
24 3:28 4:59 11:46 3:16 6:32 8:02 
25 3:29 5:00 11:46 3:16 6:32 8:02 
26 3:29 5:00 11:46 3:16 6:31 8:01 
27 3:30 5:01 11:46 3:16 6:31 8:01 
28 3:31 5:01 11:46 3:16 6:30 8:00 
29 3:31 5:01 11:46 3:16 6:30 8:00 
30 3:32 5:02 11:46 3:16 6:29 7:59 
31 3:33 5:03 11:46 3:16 6:28 7:58 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:34 5:03 11:46 3:16 6:28 7:58 
2 3:35 5:04 11:46 3:16 6:27 7:57 
3 3:36 5:04 11:46 3:17 6:26 7:56 
4 3:36 5:05 11:46 3:17 6:26 7:56 
5 3:37 5:05 11:46 3:17 6:25 7:55 
6 3:38 5:06 11:46 3:17 6:24 7:54 
7 3:39 5:06 11:46 3:16 6:24 7:54 
8 3:39 5:07 11:46 3:16 6:23 7:53 
9 3:39 5:07 11:46 3:16 6:23 7:53 
10 3:41 5:08 11:45 3:16 6:21 7:51 
11 3:42 5:08 11:45 3:16 6:20 7:50 
12 3:42 5:09 11:45 3:16 6:20 7:50 
13 3:43 5:09 11:45 3:16 6:19 7:49 
14 3:44 5:10 11:45 3:16 6:18 7:48 
15 3:44 5:10 11:44 3:16 6:17 7:47 
16 3:45 5:11 11:44 3:16 6:16 7:46 
17 3:46 5:11 11:44 3:15 6:15 7:45 
18 3:46 5:12 11:44 3:15 6:14 7:44 
19 3:47 5:12 11:44 3:15 6:14 7:44 
20 3:47 5:12 11:44 3:15 6:14 7:44 
21 3:49 5:13 11:43 3:15 6:12 7:42 
22 3:49 5:14 11:43 3:14 6:11 7:41 
23 3:50 5:14 11:43 3:14 6:10 7:40 
24 3:51 5:15 11:42 3:14 6:09 7:39 
25 3:51 5:15 11:42 3:13 6:08 7:38 
26 3:52 5:16 11:42 3:13 6:07 7:37 
27 3:52 5:16 11:42 3:13 6:06 7:36 
28 3:53 5:16 11:41 3:12 6:05 7:35 
29 3:54 5:17 11:41 3:12 6:04 7:34 
30 3:54 5:17 11:41 3:12 6:03 7:33 
31 3:54 5:17 11:41 3:12 6:03 7:33 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:56 5:18 11:40 3:11 6:00 7:30 
2 3:56 5:19 11:40 3:10 5:59 7:29 
3 3:57 5:19 11:39 3:10 5:58 7:28 
4 3:57 5:20 11:39 3:10 5:57 7:27 
5 3:58 5:20 11:39 3:09 5:56 7:26 
6 3:58 5:20 11:38 3:09 5:55 7:25 
7 3:59 5:21 11:38 3:08 5:54 7:24 
8 4:00 5:21 11:38 3:08 5:53 7:23 
9 4:00 5:22 11:37 3:07 5:52 7:22 
10 4:01 5:22 11:37 3:07 5:51 7:21 
11 4:01 5:22 11:37 3:07 5:51 7:21 
12 4:02 5:23 11:36 3:06 5:48 7:18 
13 4:02 5:23 11:36 3:05 5:47 7:17 
14 4:03 5:24 11:36 3:04 5:46 7:16 
15 4:03 5:24 11:35 3:04 5:45 7:15 
16 4:04 5:25 11:35 3:03 5:44 7:14 
17 4:04 5:25 11:35 3:03 5:43 7:13 
18 4:05 5:25 11:34 3:02 5:42 7:12 
19 4:05 5:26 11:34 3:01 5:40 7:10 
20 4:06 5:26 11:33 3:01 5:39 7:09 
21 4:06 5:27 11:33 3:00 5:38 7:08 
22 4:07 5:27 11:33 3:00 5:37 7:07 
23 4:07 5:28 11:32 2:59 5:36 7:06 
24 4:08 5:28 11:32 2:58 5:35 7:05 
25 4:08 5:28 11:32 2:58 5:34 7:04 
26 4:09 5:29 11:31 2:57 5:33 7:03 
27 4:09 5:29 11:31 2:56 5:31 7:01 
28 4:10 5:30 11:31 2:56 5:30 7:00 
29 4:10 5:30 11:30 2:55 5:29 6:59 
30 4:11 5:31 11:30 2:54 5:28 6:58 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:11 5:31 11:30 2:54 5:27 6:57 
2 4:12 5:32 11:29 2:53 5:26 6:56 
3 4:12 5:32 11:29 2:52 5:25 6:55 
4 4:13 5:32 11:29 2:52 5:24 6:54 
5 4:13 5:33 11:28 2:51 5:23 6:53 
6 4:13 5:33 11:28 2:50 5:22 6:52 
7 4:14 5:34 11:28 2:50 5:20 6:50 
8 4:14 5:34 11:28 2:49 5:19 6:49 
9 4:15 5:35 11:27 2:48 5:18 6:48 
10 4:15 5:35 11:27 2:48 5:17 6:47 
11 4:16 5:36 11:27 2:47 5:16 6:46 
12 4:16 5:36 11:26 2:46 5:15 6:45 
13 4:17 5:37 11:26 2:46 5:14 6:44 
14 4:17 5:37 11:26 2:45 5:13 6:43 
15 4:18 5:38 11:26 2:44 5:12 6:42 
16 4:18 5:38 11:26 2:44 5:11 6:41 
17 4:19 5:39 11:25 2:43 5:10 6:40 
18 4:19 5:40 11:25 2:42 5:09 6:39 
19 4:20 5:40 11:25 2:42 5:08 6:38 
20 4:20 5:41 11:25 2:41 5:08 6:38 
21 4:21 5:41 11:25 2:40 5:07 6:37 
22 4:21 5:42 11:24 2:40 5:06 6:36 
23 4:22 5:42 11:24 2:39 5:05 6:35 
24 4:22 5:43 11:24 2:38 5:04 6:34 
25 4:23 5:44 11:24 2:38 5:03 6:33 
26 4:23 5:44 11:24 2:37 5:02 6:32 
27 4:24 5:45 11:24 2:37 5:02 7:2 
28 4:24 5:45 11:24 2:36 5:01 7:1 
29 4:25 5:46 11:24 2:36 5:00 7:0 
30 4:25 5:47 11:24 2:35 4:59 6:59 
31 4:26 5:47 11:24 2:35 4:58 6:58 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:26 5:48 11:23 2:34 4:58 6:58 
2 4:27 5:49 11:23 2:34 4:57 6:57 
3 4:28 5:49 11:23 2:33 4:56 6:56 
4 4:28 5:50 11:23 2:33 4:56 6:56 
5 4:29 5:51 11:23 2:32 4:55 6:55 
6 4:29 5:51 11:23 2:32 4:54 6:54 
7 4:30 5:52 11:24 2:31 4:54 6:54 
8 4:30 5:53 11:24 2:31 4:53 6:53 
9 4:30 5:53 11:24 2:31 4:53 6:53 
10 4:32 5:54 11:24 2:30 4:52 6:52 
11 4:32 5:55 11:24 2:30 4:52 6:52 
12 4:33 5:56 11:24 2:29 4:51 6:51 
13 4:33 5:56 11:24 2:29 4:51 6:51 
14 4:34 5:57 11:24 2:29 4:50 6:50 
15 4:35 5:58 11:24 2:28 4:50 6:50 
16 4:35 5:58 11:25 2:28 4:49 6:49 
17 4:36 5:59 11:25 2:28 4:49 6:49 
18 4:36 6:00 11:25 2:28 4:49 6:49 
19 4:37 6:01 11:25 2:27 4:48 6:48 
20 4:37 6:01 11:25 2:27 4:48 6:48 
21 4:38 6:02 11:26 2:27 4:48 6:48 
22 4:39 6:03 11:26 2:27 4:48 6:48 
23 4:39 6:04 11:26 2:27 4:47 6:47 
24 4:40 6:04 11:26 2:27 4:47 6:47 
25 4:41 6:05 11:27 2:27 4:47 6:17 
26 4:41 6:06 11:27 2:27 4:47 6:17 
27 4:42 6:07 11:27 2:27 4:47 6:17 
28 4:43 6:07 11:28 2:27 4:47 6:17 
29 4:43 6:08 11:28 2:27 4:47 6:17 
30 4:44 6:09 11:28 2:27 4:47 6:17 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:44 6:09 11:28 2:27 4:47 6:17 
2 4:45 6:10 11:29 2:27 4:47 6:17 
3 4:46 6:11 11:29 2:27 4:47 6:17 
4 4:46 6:12 11:30 2:27 4:47 6:17 
5 4:47 6:13 11:30 2:27 4:47 6:17 
6 4:48 6:13 11:31 2:27 4:47 6:17 
7 4:48 6:14 11:31 2:28 4:47 6:17 
8 4:49 6:15 11:32 2:28 4:47 6:17 
9 4:50 6:15 11:32 2:28 4:47 6:17 
10 4:50 6:16 11:32 2:28 4:48 6:18 
11 4:51 6:17 11:33 2:29 4:48 6:18 
12 4:51 6:17 11:33 2:29 4:48 6:18 
13 4:52 6:18 11:34 2:29 4:49 6:19 
14 4:53 6:19 11:34 2:29 4:49 6:19 
15 4:53 6:19 11:35 2:30 4:49 6:19 
16 4:54 6:20 11:35 2:30 4:50 6:20 
17 4:54 6:20 11:36 2:31 4:50 6:20 
18 4:55 6:21 11:36 2:31 4:50 6:20 
19 4:55 6:22 11:37 2:32 4:51 6:21 
20 4:56 6:22 11:37 2:32 4:51 6:21 
21 4:56 6:23 11:38 2:32 4:52 6:22 
22 4:57 6:23 11:38 2:33 4:52 6:22 
23 4:57 6:23 11:38 2:33 4:52 6:22 
24 4:58 6:24 11:39 2:34 4:53 6:23 
25 4:58 6:25 11:40 2:35 4:54 6:24 
26 4:59 6:25 11:40 2:35 4:54 6:24 
27 4:59 6:25 11:41 2:36 4:55 6:25 
28 5:00 6:26 11:41 2:36 4:56 6:26 
29 5:00 6:26 11:42 2:37 4:56 6:26 
30 5:00 6:27 11:42 2:38 4:57 6:27 
31 5:01 6:27 11:43 2:38 4:57 6:27 
Prayer Times Schedule 2003
Location: Jubail, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:04 6:30 11:45 2:40 4:59 6:29 
2 5:04 6:30 11:46 2:41 5:00 6:30 
3 5:04 6:31 11:46 2:42 5:01 6:31 
4 5:04 6:31 11:47 2:42 5:02 6:32 
5 5:05 6:31 11:47 2:43 5:02 6:32 
6 5:05 6:31 11:48 2:44 5:03 6:33 
7 5:05 6:31 11:48 2:44 5:04 6:34 
8 5:05 6:31 11:48 2:45 5:04 6:34 
9 5:06 6:32 11:49 2:46 5:05 6:35 
10 5:06 6:32 11:49 2:46 5:06 6:36 
11 5:06 6:32 11:50 2:47 5:07 6:37 
12 5:06 6:32 11:50 2:48 5:08 6:38 
13 5:06 6:32 11:50 2:49 5:08 6:38 
14 5:06 6:32 11:51 2:49 5:09 6:39 
15 5:06 6:32 11:51 2:50 5:10 6:40 
16 5:06 6:32 11:51 2:51 5:11 6:41 
17 5:06 6:31 11:52 2:51 5:11 6:41 
18 5:06 6:31 11:52 2:52 5:12 6:42 
19 5:06 6:31 11:52 2:53 5:13 6:43 
20 5:06 6:31 11:53 2:53 5:14 6:44 
21 5:06 6:31 11:53 2:54 5:15 6:45 
22 5:06 6:30 11:53 2:55 5:15 6:45 
23 5:06 6:30 11:54 2:56 5:16 6:46 
24 5:05 6:30 11:54 2:56 5:17 6:47 
25 5:05 6:30 11:54 2:57 5:18 6:48 
26 5:05 6:29 11:54 2:58 5:19 6:49 
27 5:05 6:29 11:55 2:58 5:19 6:49 
28 5:04 6:29 11:55 2:59 5:20 6:50 
29 5:04 6:28 11:55 3:00 5:21 6:51 
30 5:04 6:28 11:55 3:00 5:22 6:52 
31 5:03 6:27 11:55 3:01 5:23 6:53 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:03 6:27 11:55 3:01 5:23 6:53 
2 5:03 6:26 11:56 3:02 5:24 6:54 
3 5:02 6:26 11:56 3:03 5:25 6:55 
4 5:02 6:25 11:56 3:03 5:26 6:56 
5 5:01 6:25 11:56 3:04 5:26 6:56 
6 5:01 6:24 11:56 3:04 5:27 6:57 
7 5:00 6:23 11:56 3:05 5:28 6:58 
8 5:00 6:23 11:56 3:06 5:29 6:59 
9 4:59 6:22 11:56 3:06 5:29 6:59 
10 4:59 6:22 11:56 3:07 5:30 7:00 
11 4:58 6:21 11:56 3:07 5:31 7:01 
12 4:58 6:20 11:56 3:08 5:31 7:01 
13 4:57 6:19 11:56 3:08 5:32 7:02 
14 4:56 6:19 11:56 3:09 5:33 7:03 
15 4:56 6:18 11:56 3:09 5:34 7:04 
16 4:55 6:17 11:56 3:09 5:34 7:04 
17 4:55 6:17 11:56 3:09 5:34 7:04 
18 4:53 6:15 11:56 3:10 5:36 7:06 
19 4:53 6:15 11:56 3:11 5:36 7:06 
20 4:52 6:14 11:56 3:11 5:37 7:07 
21 4:51 6:13 11:56 3:11 5:38 7:08 
22 4:50 6:12 11:55 3:12 5:38 7:08 
23 4:49 6:11 11:55 3:12 5:39 7:09 
24 4:49 6:10 11:55 3:12 5:39 7:09 
25 4:48 6:09 11:55 3:13 5:40 7:10 
26 4:47 6:08 11:55 3:13 5:41 7:11 
27 4:46 6:07 11:55 3:13 5:41 7:11 
28 4:46 6:07 11:55 3:13 5:41 7:11 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:44 6:06 11:54 3:14 5:42 7:12 
2 4:43 6:05 11:54 3:14 5:43 7:13 
3 4:42 6:04 11:54 3:14 5:44 7:14 
4 4:41 6:03 11:54 3:15 5:44 7:14 
5 4:40 6:02 11:53 3:15 5:45 7:15 
6 4:39 6:01 11:53 3:15 5:45 7:15 
7 4:38 6:00 11:53 3:15 5:46 7:16 
8 4:37 5:58 11:53 3:15 5:46 7:16 
9 4:36 5:57 11:53 3:15 5:47 7:17 
10 4:35 5:56 11:52 3:16 5:48 7:18 
11 4:34 5:55 11:52 3:16 5:48 7:18 
12 4:33 5:54 11:52 3:16 5:49 7:19 
13 4:32 5:53 11:52 3:16 5:49 7:19 
14 4:31 5:52 11:51 3:16 5:50 7:20 
15 4:30 5:51 11:51 3:16 5:50 7:20 
16 4:28 5:50 11:51 3:16 5:51 7:21 
17 4:27 5:49 11:50 3:16 5:51 7:21 
18 4:26 5:48 11:50 3:16 5:52 7:22 
19 4:25 5:47 11:50 3:16 5:52 7:22 
20 4:24 5:46 11:50 3:16 5:53 7:23 
21 4:23 5:44 11:49 3:16 5:53 7:23 
22 4:22 5:43 11:49 3:16 5:54 7:24 
23 4:20 5:42 11:49 3:16 5:54 7:24 
24 4:19 5:41 11:48 3:16 5:55 7:25 
25 4:18 5:40 11:48 3:16 5:55 7:25 
26 4:17 5:39 11:48 3:16 5:56 7:26 
27 4:16 5:38 11:47 3:16 5:56 7:26 
28 4:14 5:37 11:47 3:16 5:57 7:27 
29 4:13 5:36 11:47 3:16 5:57 7:27 
30 4:12 5:35 11:46 3:16 5:58 7:28 
31 4:11 5:33 11:46 3:16 5:58 7:28 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:10 5:32 11:46 3:16 5:59 7:29 
2 4:08 5:31 11:46 3:16 5:59 7:29 
3 4:07 5:30 11:45 3:15 6:00 7:30 
4 4:06 5:29 11:45 3:15 6:00 7:30 
5 4:05 5:28 11:45 3:15 6:01 7:31 
6 4:04 5:27 11:44 3:15 6:01 7:31 
7 4:02 5:26 11:44 3:15 6:02 7:32 
8 4:01 5:25 11:44 3:15 6:02 7:32 
9 4:00 5:24 11:44 3:15 6:03 7:33 
10 3:59 5:23 11:43 3:14 6:03 7:33 
11 3:57 5:22 11:43 3:14 6:04 7:34 
12 3:56 5:21 11:43 3:14 6:04 7:34 
13 3:55 5:20 11:43 3:14 6:05 7:35 
14 3:54 5:19 11:42 3:14 6:05 7:35 
15 3:53 5:18 11:42 3:14 6:06 7:36 
16 3:51 5:17 11:42 3:13 6:06 7:36 
17 3:51 5:17 11:42 3:13 6:06 7:36 
18 3:49 5:15 11:41 3:13 6:07 7:37 
19 3:48 5:14 11:41 3:13 6:08 7:38 
20 3:47 5:13 11:41 3:13 6:09 7:39 
21 3:46 5:12 11:41 3:13 6:09 7:39 
22 3:44 5:11 11:40 3:12 6:10 7:40 
23 3:43 5:10 11:40 3:12 6:10 7:40 
24 3:42 5:09 11:40 3:12 6:11 7:41 
25 3:41 5:08 11:40 3:12 6:11 7:41 
26 3:40 5:07 11:40 3:12 6:12 7:42 
27 3:39 5:06 11:40 3:11 6:12 7:42 
28 3:39 5:06 11:40 3:11 6:12 7:42 
29 3:37 5:05 11:39 3:11 6:13 7:43 
30 3:36 5:04 11:39 3:11 6:14 7:44 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:35 5:03 11:39 3:11 6:14 7:44 
2 3:34 5:02 11:39 3:11 6:15 7:45 
3 3:33 5:01 11:39 3:10 6:16 7:46 
4 3:32 5:01 11:39 3:10 6:16 7:46 
5 3:31 5:00 11:39 3:10 6:17 7:47 
6 3:30 4:59 11:39 3:10 6:17 7:47 
7 3:29 4:58 11:38 3:10 6:18 7:48 
8 3:28 4:58 11:38 3:10 6:18 7:48 
9 3:28 4:58 11:38 3:10 6:18 7:48 
10 3:26 4:56 11:38 3:09 6:20 7:50 
11 3:25 4:56 11:38 3:09 6:20 7:50 
12 3:24 4:55 11:38 3:09 6:21 7:51 
13 3:23 4:55 11:38 3:09 6:21 7:51 
14 3:22 4:54 11:38 3:09 6:22 7:52 
15 3:22 4:53 11:38 3:09 6:22 7:52 
16 3:21 4:53 11:38 3:09 6:23 7:53 
17 3:20 4:52 11:38 3:09 6:23 7:53 
18 3:19 4:52 11:38 3:08 6:24 7:54 
19 3:19 4:51 11:38 3:08 6:25 7:55 
20 3:19 4:51 11:38 3:08 6:25 7:55 
21 3:17 4:50 11:38 3:08 6:26 7:56 
22 3:17 4:50 11:38 3:08 6:26 7:56 
23 3:16 4:50 11:39 3:08 6:27 7:57 
24 3:16 4:49 11:39 3:08 6:27 7:57 
25 3:15 4:49 11:39 3:08 6:28 7:58 
26 3:14 4:49 11:39 3:08 6:28 7:58 
27 3:14 4:48 11:39 3:08 6:29 7:59 
28 3:13 4:48 11:39 3:08 6:29 7:59 
29 3:13 4:48 11:39 3:08 6:30 8:00 
30 3:13 4:47 11:39 3:08 6:30 8:00 
